Tour Date,Format Date,Codes,Tour,City,Country,Account Group,Account,Amount
2023-01-27,2023-01-27,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,119.2
2023-01-01,2023-01-01,Boat App,Best of Boston Autumn Tour,Boston,USA,Revenue,Tour Income,357.6
2023-01-04,2023-01-04,Boat App,San Antonio Night Tour from Austin + River Walk Cruise,Austin,USA,Revenue,Tour Income,436.0
2023-01-26,2023-01-26,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-26,2023-01-26,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-26,2023-01-26,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-26,2023-01-26,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,357.6
2023-01-26,2023-01-26,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,780.8
2023-01-25,2023-01-25,Boat App,Best of Fort Lauderdale,Fort Lauderdale,USA,Revenue,Tour Income,270.4
2023-01-07,2023-01-07,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,239.2
2023-01-24,2023-01-24,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,318.4
2023-01-12,2023-01-12,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,1276.0
2023-01-23,2023-01-23,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-01-22,2023-01-22,Boat App,Winter Festival of Lights Walking Tour,"Niagara Falls, Canada",Canada,Revenue,Tour Income,156.8
2023-01-22,2023-01-22,Boat App,Best of Miami from Fort Lauderdale,Fort Lauderdale,USA,Revenue,Tour Income,254.4
2023-01-17,2023-01-17,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
2023-01-23,2023-01-23,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-01-23,2023-01-23,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-23,2023-01-23,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,298.0
2023-01-23,2023-01-23,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-23,2023-01-23,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,1098.0
2023-01-23,2023-01-23,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-19,2023-01-19,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-23,2023-01-23,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-23,2023-01-23,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-21,2023-01-21,Boat App,Austin Taco Food Walking Tour,Austin,USA,Revenue,Tour Income,138.0
2023-01-22,2023-01-22,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,478.4
2023-01-23,2023-01-23,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,298.0
2023-01-18,2023-01-18,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,318.4
2023-01-22,2023-01-22,Boat App,Best of San Antonio Tour from Austin,Austin,USA,Revenue,Tour Income,366.4
2023-01-22,2023-01-22,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-21,2023-01-21,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,357.6
2023-01-22,2023-01-22,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-07,2023-01-07,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-14,2023-01-14,Boat App,Best of Miami Tour,Miami,USA,Revenue,Tour Income,103.2
2023-01-06,2023-01-06,Boat App,San Antonio Night Tour from Austin + River Walk Cruise,Austin,USA,Revenue,Tour Income,174.6
2023-01-21,2023-01-21,Boat App,Best of Miami from Fort Lauderdale,Fort Lauderdale,USA,Revenue,Tour Income,508.8
2023-01-21,2023-01-21,Boat App,Night on Niagara with Power Station Light Show,"Niagara Falls, Canada",Canada,Revenue,Tour Income,366.4
2023-01-12,2023-01-12,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-21,2023-01-21,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-01-20,2023-01-20,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,311.2
2023-01-21,2023-01-21,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,398.0
2023-01-21,2023-01-21,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
2023-01-05,2023-01-05,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,478.4
2023-01-13,2023-01-13,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,149.0
2023-01-02,2023-01-02,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,318.4
2023-01-19,2023-01-19,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-15,2023-01-15,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-01-15,2023-01-15,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
2023-01-15,2023-01-15,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
2023-01-20,2023-01-20,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,447.0
2023-01-14,2023-01-14,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,229.0
2023-01-14,2023-01-14,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,429.59999999999997
2023-01-18,2023-01-18,Boat App,Boston City Tour,Boston,USA,Revenue,Tour Income,177.0
2023-01-14,2023-01-14,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,429.59999999999997
2023-01-16,2023-01-16,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
2023-01-13,2023-01-13,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,778.0
2023-01-19,2023-01-19,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,298.0
2023-01-14,2023-01-14,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-01-17,2023-01-17,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
2023-01-13,2023-01-13,Boat App,Best of San Antonio Tour from Austin,Austin,USA,Revenue,Tour Income,183.2
2023-01-14,2023-01-14,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-01-13,2023-01-13,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,119.2
2023-01-11,2023-01-11,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,119.2
2023-01-13,2023-01-13,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-01-05,2023-01-05,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,397.59999999999997
2023-01-12,2023-01-12,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-01-14,2023-01-14,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-01-10,2023-01-10,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,298.0
2023-01-18,2023-01-18,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
2023-01-18,2023-01-18,Boat App,Best of San Antonio Tour from Austin,Austin,USA,Revenue,Tour Income,366.4
2023-01-16,2023-01-16,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-01-18,2023-01-18,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,318.4
2023-01-14,2023-01-14,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-01-15,2023-01-15,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,436.8
2023-01-13,2023-01-13,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-01-16,2023-01-16,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
2023-01-12,2023-01-12,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-01-13,2023-01-13,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,596.0
2023-01-16,2023-01-16,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,476.8
2023-01-12,2023-01-12,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
2023-01-17,2023-01-17,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-05,2023-01-05,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,206.4
2023-01-07,2023-01-07,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-18,2023-01-18,Boat App,Best of Miami Tour + Everglades,Miami,USA,Revenue,Tour Income,350.4
2023-01-19,2023-01-19,Boat App,Best of Miami Tour,Miami,USA,Revenue,Tour Income,258.0
2023-01-05,2023-01-05,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,1196.0
2023-01-13,2023-01-13,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,149.0
2023-01-05,2023-01-05,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-11,2023-01-11,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
2023-01-02,2023-01-02,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,412.8
2023-01-19,2023-01-19,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,311.2
2023-01-13,2023-01-13,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-01-18,2023-01-18,Boat App,San Antonio Night Tour from Austin + River Walk Cruise,Austin,USA,Revenue,Tour Income,218.0
2023-01-14,2023-01-14,Boat App,Night on Niagara with Power Station Light Show,"Niagara Falls, Canada",Canada,Revenue,Tour Income,366.4
2023-01-15,2023-01-15,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,397.0
2023-01-09,2023-01-09,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,778.0
2023-01-12,2023-01-12,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,103.2
2023-01-03,2023-01-03,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,516.0
2023-01-14,2023-01-14,Boat App,Best of Miami Tour + Everglades,Miami,USA,Revenue,Tour Income,438.0
2023-01-08,2023-01-08,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,398.0
2023-01-13,2023-01-13,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,298.0
2023-01-14,2023-01-14,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,318.4
2023-01-04,2023-01-04,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-01-06,2023-01-06,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,715.2
2023-01-06,2023-01-06,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,478.4
2023-01-10,2023-01-10,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,159.2
2023-01-15,2023-01-15,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-15,2023-01-15,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358.0
2023-01-13,2023-01-13,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,149.0
2023-01-13,2023-01-13,Boat App,Best of Miami Tour + Everglades,Miami,USA,Revenue,Tour Income,525.5999999999999
2023-01-02,2023-01-02,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
2023-01-14,2023-01-14,Boat App,Festive Night on Niagara Holiday Lights Tour with Helicopter Ride,"Niagara Falls, Canada",Canada,Revenue,Tour Income,778.0
2023-01-10,2023-01-10,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,159.2
2023-01-07,2023-01-07,Boat App,Best of Boston Autumn Tour,Boston,USA,Revenue,Tour Income,119.2
2023-01-06,2023-01-06,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,732.0
2023-01-06,2023-01-06,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,476.8
2023-01-15,2023-01-15,Boat App,Night on Niagara with Power Station Light Show,"Niagara Falls, Canada",Canada,Revenue,Tour Income,469.59999999999997
2023-01-14,2023-01-14,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-01,2023-01-01,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,604.4
2023-01-04,2023-01-04,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
2023-01-14,2023-01-14,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,396.8
2023-01-12,2023-01-12,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-01-05,2023-01-05,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,103.2
2023-01-02,2023-01-02,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-01-03,2023-01-03,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-01-09,2023-01-09,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,318.4
2023-01-09,2023-01-09,Boat App,Best of San Antonio Tour from Austin,Austin,USA,Revenue,Tour Income,183.2
2023-01-06,2023-01-06,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-01-09,2023-01-09,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-05,2023-01-05,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-01-07,2023-01-07,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-04,2023-01-04,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,716.0
2023-01-07,2023-01-07,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-07,2023-01-07,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,549.0
2023-01-07,2023-01-07,Boat App,Night on Niagara with Power Station Light Show,"Niagara Falls, Canada",Canada,Revenue,Tour Income,366.4
2023-01-02,2023-01-02,Boat App,Night on Niagara with Power Station Light Show,"Niagara Falls, Canada",Canada,Revenue,Tour Income,366.4
2023-01-03,2023-01-03,Boat App,Night on Niagara with Power Station Light Show,"Niagara Falls, Canada",Canada,Revenue,Tour Income,732.8
2023-01-04,2023-01-04,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,796.0
2023-01-06,2023-01-06,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-01-06,2023-01-06,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,103.2
2023-01-04,2023-01-04,Boat App,Best of San Antonio Tour from Austin,Austin,USA,Revenue,Tour Income,183.2
2023-01-05,2023-01-05,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,357.6
2023-01-03,2023-01-03,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,206.4
2023-01-03,2023-01-03,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
2023-01-02,2023-01-02,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,668.2
2023-01-03,2023-01-03,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,143.2
2023-01-06,2023-01-06,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,1002.3999999999999
2023-02-17,2023-02-17,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
2023-02-19,2023-02-19,Boat App,San Antonio Night Tour from Austin + River Walk Cruise,Austin,USA,Revenue,Tour Income,174.6
2023-02-19,2023-02-19,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,119.2
2023-02-10,2023-02-10,Boat App,Scenic Savannah Night Tour with Riverboat Dinner Cruise,Savannah,USA,Revenue,Tour Income,191.2
2023-02-11,2023-02-11,Boat App,Best of Savannah Tour,Savannah,USA,Revenue,Tour Income,143.2
2023-01-10,2023-01-10,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-01-04,2023-01-04,Boat App,Night on Niagara with Power Station Light Show,"Niagara Falls, Canada",Canada,Revenue,Tour Income,366.4
2023-02-22,2023-02-22,Boat App,Everglades Express from Fort Lauderdale Tour,Fort Lauderdale,USA,Revenue,Tour Income,106.4
2023-02-03,2023-02-03,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,183.0
2023-02-27,2023-02-27,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,199.0
2023-02-26,2023-02-26,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
2023-02-28,2023-02-28,Boat App,Austin Taco Food Walking Tour,Austin,USA,Revenue,Tour Income,55.2
2023-02-28,2023-02-28,Boat App,Best of Miami Tour + Everglades,Miami,USA,Revenue,Tour Income,350.4
2023-02-25,2023-02-25,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,318.4
2023-02-27,2023-02-27,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-02-27,2023-02-27,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-02-27,2023-02-27,Boat App,Best of San Antonio Tour from Austin,Austin,USA,Revenue,Tour Income,732.8
2023-02-27,2023-02-27,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,119.2
2023-02-28,2023-02-28,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,778.0
2023-02-26,2023-02-26,Boat App,Night on Niagara with Power Station Light Show,"Niagara Falls, Canada",Canada,Revenue,Tour Income,1019.2
2023-02-26,2023-02-26,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-02-27,2023-02-27,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-02-28,2023-02-28,Boat App,Everglades Express from Fort Lauderdale Tour,Fort Lauderdale,USA,Revenue,Tour Income,134.4
2023-02-26,2023-02-26,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-02-25,2023-02-25,Boat App,Best of Boston Autumn Tour,Boston,USA,Revenue,Tour Income,476.8
2023-02-25,2023-02-25,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,717.5999999999999
2023-02-25,2023-02-25,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,508.8
2023-02-25,2023-02-25,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
2023-02-25,2023-02-25,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
2023-02-26,2023-02-26,Boat App,Austin City Tour with State Capitol,Austin,USA,Revenue,Tour Income,138.0
2023-02-26,2023-02-26,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
